"","ERR4873299","ERR4873300","ERR4873301","ERR4873302","ERR4873303","ERR4873304","ERR4873305","ERR4873306","ERR4873307","ERR4873308","ERR4873309","ERR4873310","ERR4873311","ERR4873312","ERR4873313","ERR4873314","ERR4873316","ERR4873317","ERR4873318","ERR4873319","ERR4873320","ERR4873321"
"ENSMUSG00000000567",107.309050511586,119.822369509366,290.131518169354,120.647131842115,283.763768101032,181.490387212765,1062.4191199091,1298.96245494262,142.761194387715,194.649042329342,1160.9734512967,85.8294875064757,54.4820746025112,67.3389110473806,85.5387367931915,92.9165356178021,140.579837414115,250.6869508798,240.215616744893,105.36020149774,116.199584046688,154.755814074421
"ENSMUSG00000000753",3341.48460065245,3624.96325734794,2933.15888490725,3389.67101271303,2753.04395391605,2515.19117108032,3194.15618518124,2587.44471078665,2686.06986751338,3812.88190438936,2977.37122095551,4008.23706655242,11354.6480836769,2963.99819755325,6302.64965189834,6689.99056448175,4161.57665756785,5645.64813638178,5103.97525073618,4382.29911270275,5352.38704190247,4226.84200578837
"ENSMUSG00000001036",2164.06585198366,2078.04300379445,1994.35933831048,2072.82040345761,1881.40732284345,2546.17733475079,2420.33793009594,2481.47825323418,2776.04541019472,2628.62335039447,2782.75717420635,1392.88996867652,1670.45932308057,1256.6309690616,1219.31581174295,1134.12830239376,1787.22455065445,1854.19342366716,1732.46414500862,1980.42915335589,2306.87701351603,1756.6556910585
"ENSMUSG00000001100",2093.71880775939,2510.88448466255,2760.96700827016,2203.73537630756,2582.78569305543,2531.12691239656,2109.89078466796,1945.24139935603,2248.1888931309,2294.44711843082,2115.02966898079,2607.99028466106,2600.54616808058,3699.29566173191,2317.32214221555,3163.26146992959,2667.91588504288,3054.22740746455,3153.13327232311,2346.19180408382,2751.85836637699,2548.15489281317
"ENSMUSG00000001138",741.028609921676,702.778391953807,702.920263532257,725.166271178667,668.183363377524,815.378764014423,756.571191450417,774.952500012834,761.792928035283,880.227085223837,744.902041005397,865.651688279598,925.22237405336,754.847470611767,996.137471200712,755.630061715361,1068.82023445732,996.814384563467,1066.41175312505,950.8115744918,1035.88776475729,986.42064696291
"ENSMUSG00000001157",494.813955136759,397.164033766998,410.429952532258,456.918924848859,383.348788604413,524.108825511985,447.27385026476,530.414521045598,453.476735113917,386.714247813603,471.99498694336,337.187272346869,251.979595036614,401.861243347272,371.704692610414,385.330338885591,283.227025378438,329.304752043288,329.993170477833,385.464151821,343.194120323938,373.304101126083
"ENSMUSG00000001270",2305.35610182391,4679.13084527865,1773.81220864516,2122.87612837082,2893.31962795845,1195.18059871821,2835.41726157557,3441.58093732221,1173.28107656458,1310.8665594038,3371.07320058599,1205.29123169808,1791.09820255756,2532.81194455632,1599.57437803268,1407.41223068141,1040.91100202952,1176.30030797445,1510.44668104743,882.284614168067,1024.17772915569,1015.95419926719
"ENSMUSG00000001313",81.0779492754207,104.339703786245,106.145677379032,110.379290834275,153.125354107349,116.862102985781,112.680815747934,98.3974248701495,97.1735860958393,112.827542235149,111.847153304114,127.518095723907,129.394927180964,111.869481256132,168.744598946569,172.168874821221,181.926848418267,179.485923410981,168.636215795657,165.321291781007,199.070605227271,197.284129392582
"ENSMUSG00000001348",6122.57749307773,5700.31362362532,6499.65364484273,6711.31757874912,5543.56614135488,8769.96963770562,6237.6880146178,5753.62930512909,6662.98885402829,7004.78168701122,5865.26471926772,7055.18387303231,9504.20333557022,6603.55772851733,7022.73029072102,7895.1726882303,8116.41826011495,10003.7443593691,12107.8376520911,7846.33695706747,10189.5325173344,7509.791679932
"ENSMUSG00000001383",1161.91855248379,1228.51586716063,1293.79786760887,1296.31492723974,1416.677227161,1233.24931408479,1080.81598778631,1227.34776110222,1121.69509876061,1203.20669085881,1120.70847610722,1537.57396190172,1316.32583816424,1277.26708696322,1451.0480259645,1535.85567697661,1252.81443342579,1314.25229869529,1447.35975139726,1254.04337392432,1364.66953357157,1351.45535344379
"ENSMUSG00000001418",1907.12029214758,1771.75548622837,2108.76079059677,1957.30719211941,2054.8780037203,1659.08773481328,1652.26869622226,1617.44406088328,1848.69748362578,2142.86202351948,1804.09458279535,2128.5712901606,2267.81635532953,2029.94233463797,2283.10664749827,2525.14349737792,1836.84096385943,2349.63390647103,2540.46212860508,2017.2623945299,2087.08865299361,1971.65995183365
"ENSMUSG00000001472",7066.89713757969,7968.86073175208,8225.11060045967,7210.59134775532,8091.01521423169,7143.63870448684,6812.59013578073,6889.56644076023,6992.89917719318,6924.68274481374,6965.8407077802,8888.25649906347,8497.25784961309,8461.89445113133,7658.82744251039,7593.19394747244,7596.47959673774,8741.40947653647,8542.21291667066,7364.93506079324,8129.46702342137,7326.68365564547
"ENSMUSG00000001552",5572.91668990171,4805.68480858068,5195.24120949596,4334.31238543427,5242.66946650058,6760.295593935,6612.52419761603,6809.80048095425,8163.78090595292,6865.25449737691,6649.31326392956,9312.49939445262,10473.2059481435,4613.80151821408,8102.85124895505,5476.60992288457,10210.6443674752,11128.1272514808,10823.0480655616,10083.7422116374,11781.1965871832,8244.58646126245
"ENSMUSG00000001661",882.915021153662,734.416882779314,899.879464891128,956.192693855057,744.210637095159,617.067316523402,554.205644801065,398.829799029896,709.007276328902,782.041285110806,589.434497912679,1045.8936120432,1015.7015336611,847.166945434789,1136.10994958957,990.654240042743,886.893386039051,1059.11528359868,1043.36075959903,812.901066840287,857.534914825169,955.70575256646
"ENSMUSG00000001741",376.177838182283,658.349872922245,523.652008403225,450.50152421896,387.632015292731,365.636731311571,343.791468455432,275.396342979767,383.895648773686,456.477842630757,286.328712458531,804.344911489258,744.264054837877,509.386278729379,757.406633059714,557.499213706812,421.739512242346,556.258027100149,577.488048336207,492.537527326833,409.851246056147,632.018019311565
"ENSMUSG00000001761",1296.05486562327,1583.27086003386,1489.57767255242,1410.54465845196,1269.97671308613,983.589366796986,1170.50071868773,1114.97673743394,1107.2990119316,1219.57099087764,1211.30467028355,2285.51663874387,1969.13783920505,1875.7145061101,2500.06398900101,1999.07193542418,1557.74863958141,1913.52761322451,1640.26017090452,1851.94110274889,1654.71810770361,1937.40103116069
"ENSMUSG00000001794",7099.68601412489,7566.31142295095,7373.58638859676,6324.99006082916,7853.29613303007,7217.12017833396,6019.22520857588,5673.28111203986,7205.24145792112,7103.82876607261,6454.6992171804,8960.59849567607,8410.67026676267,7774.38589156695,8627.74804291327,8279.13660747445,7573.73874068546,9135.98183709285,9897.36869396381,7442.02789115744,8352.85847182121,7597.21099475266
"ENSMUSG00000001802",1439.13359963872,1338.91400536027,1450.65759084677,1823.8252590175,1434.88094058635,2496.59947287804,1676.41458531111,1697.21002068926,1406.01781363363,1133.44309604165,1311.96710825725,2267.12460570677,2038.21332664752,2090.76457687432,1670.33824210705,1973.10996223686,2146.94354639057,2351.11726120996,2036.97990158927,2553.48585906311,2458.20670436753,1873.60855818344
"ENSMUSG00000001911",7080.6088495895,8121.66791084548,7055.14935645967,7359.47504236899,6370.22889220015,6243.26932011912,7508.22170238787,5778.66533630907,6161.52516281766,6431.16990740351,6861.82285520737,9146.9710971187,8681.13485139657,8136.06101057949,9300.39356405973,7452.4527244043,7805.28200230871,8280.08615272808,7930.7549831382,7364.93506079324,7560.17913878954,7196.73602550664
"ENSMUSG00000001995",1296.05486562327,1224.47691088503,1276.10692137903,1357.92197328678,1122.20539233918,974.736177176851,1009.52812476211,940.306752457345,948.942056812455,980.135443233587,1080.44350091774,923.280058462518,1016.67442785043,1006.82533130519,982.140223361826,888.172766934873,746.313548624935,842.545491714359,678.184493739369,771.784890646047,727.823751238168,730.06941296177
"ENSMUSG00000001999",1116.0141253205,1241.97905474595,1079.14772002016,1012.66581939817,935.885031397366,1321.78121028614,1026.77518839699,1015.41484599728,1336.43672729339,1234.21273299976,1033.46769653001,576.283701829194,897.981336752105,585.414081524809,586.329159473331,714.637472472213,832.10859645855,783.21130215701,744.911053946284,704.971104330407,864.741090580002,699.35451856532
"ENSMUSG00000002227",894.242087596552,753.938504778031,797.271976758063,845.813403020782,633.917549870985,641.856247459779,659.987635095044,571.753084156726,589.039886087125,544.328295363468,621.870172370872,1033.63225668513,885.333712290808,771.139142639359,993.026971680959,1030.28040964445,787.660559629087,823.26188010822,789.799830812753,658.715406111887,702.602136096252,756.058938989536
"ENSMUSG00000002580",488.852341219448,495.445303139849,524.831404818548,382.477077542023,578.235602922858,472.760325715203,377.135791482882,353.997836219236,435.48162657765,525.38015849955,437.322369419084,608.163225760171,649.893318472813,577.811301245266,618.989404430731,772.02709741262,468.254899622016,657.126149347643,664.839181697986,538.793225545353,636.845782333397,513.88381009445
"ENSMUSG00000002732",652.200562553752,539.873822171411,398.635988379032,535.211212533636,372.640721883619,456.82458439896,400.1318763294,398.24756574664,499.064343405792,614.953169128982,431.730011753879,722.193830590203,619.733598603565,607.136310894932,923.04073248653,696.874017133516,574.723452957707,618.558926135366,626.016455759417,664.711515140213,673.777433076918,635.562045588078
"ENSMUSG00000002763",2047.8143805961,2313.64878653758,2171.26880060887,2452.73052074767,1831.07940925572,1429.79012365178,1314.22624897846,1369.99491549977,1281.25172778218,1137.74949078345,1366.77221337627,2806.62424146176,1742.45349309103,2777.1870249702,2507.06261292045,2478.68522956901,1713.83360612208,1915.01096796345,2379.1051739229,1654.06950481411,1913.23966290825,1640.88416602573
"ENSMUSG00000002797",232.502942775104,247.722651569924,246.493850802419,264.396905951868,273.055701380238,287.728662654384,193.167112710745,176.416684826363,224.339019752123,245.464500282577,205.798762079569,143.457857689395,182.904107594145,118.386150067169,211.513967343164,191.298749801357,148.849239614946,164.652376021644,198.966470435164,160.181769756727,163.039726453105,161.843866627447
"ENSMUSG00000002808",611.065426524311,442.938871557093,425.762105931451,646.873983493891,361.932655162826,136.339120150077,120.729445444215,105.966457552469,196.746519996514,279.915658216973,148.756713894471,527.238280396922,717.995911725952,496.352941107306,752.740883780085,933.264615102335,352.483268810392,376.772103689168,297.236495467165,481.401896274227,369.316507435209,339.04518045312
"ENSMUSG00000002812",3392.75448034132,4467.08564080983,4808.39918527015,4435.70731538668,4499.5296360775,3931.7015103019,3863.34225421489,3624.40218826438,4281.63615772902,3787.04353593856,3702.14077436616,5538.4542152393,4742.85917298647,4488.89869933587,4622.20228635209,4852.15614674728,4482.01599285003,4760.08535723834,5145.22439704591,4220.40416893793,4604.74630733851,4282.36508412042
"ENSMUSG00000002831",62348.9429927985,53102.1776334062,55531.8802154636,53929.2679334252,34769.092642417,80023.9809763993,72819.4022749814,57797.7157954726,76042.5299786527,72037.3712408236,58975.8854657261,88715.8105577649,107695.495182135,49695.0302414984,78537.7799991088,62689.9667295462,121109.52993226,123400.280731897,124453.527257195,123444.466327173,140550.152694239,108789.793268041
"ENSMUSG00000002833",1347.92090670387,1469.50692493789,1246.62201099597,1246.25920232652,1191.80782602433,1398.80395998131,1401.61137139522,1448.01417545599,1310.0439014402,1045.59264330894,1418.22190389616,1638.11707583788,1958.43600312241,1281.61153283724,1703.77611194439,1306.29717721498,1680.75599731876,1588.67292539803,2117.05177383757,1806.54199153442,2238.41834384511,1547.55814074421
"ENSMUSG00000002885",1403.96007752659,1458.06321549037,1717.20118070968,1437.49774109754,1216.43637948216,1682.99134678764,1625.82319864877,1275.67312361241,2230.19378459463,2265.16363418659,1558.0308455263,2088.10881747897,2880.73969460778,1315.28098836093,2143.13416910942,1863.79639092179,2805.39469663168,3155.09552971204,3346.03369183038,2980.06618707835,3258.09221315403,2561.14965582705
"ENSMUSG00000003039",1511.26912803817,1575.19294748267,1741.96850543145,1635.15368049845,1852.4955426973,1827.29833759584,1562.58396532085,1588.33239672052,1661.54835484861,1551.16338599621,1667.64105576433,1920.12824907344,1797.90846188287,1914.81451897632,1831.30659225424,1826.90306060296,1669.38556929262,1943.19470800319,1865.91726542245,1705.46472505691,1827.66632581961,1730.66616503073
"ENSMUSG00000003228",1048.64788805489,1243.99853288375,1621.67007106855,1495.25434676663,1771.11423561927,1621.0190194467,1658.01771743389,1342.62995118677,1810.30791874841,1876.72682847626,1318.6779374555,730.776779340851,1123.69278867679,834.133607812715,926.928856886221,1033.01324892733,1499.8628241756,1278.65178496088,975.420989206534,1415.08173068509,1248.46994952488,1227.41443376582
"ENSMUSG00000003279",119.232278346207,152.134019714138,47.1758566129032,84.7096883146762,65.3192069968413,8.85318962013489,54.0407993893155,59.9700281752982,2.39934780483554,4.30639474179959,48.0942759207689,14.7136264296816,47.6718152771973,72.7694683899113,61.4323655151103,35.5269106773949,6.20205165062273,4.45006421680119,10.9188916702224,1.71317400809333,2.70231590806251,5.90671046085575
"ENSMUSG00000003344",1288.9009289225,1452.00478107698,1432.96664461693,1436.21426097156,1452.01384733962,1121.69912487109,1050.92107748584,949.62248498943,1180.47911997908,991.332069562266,1146.43332136717,1945.87709532539,1485.60942710776,1554.22551143229,1761.32035305981,1411.51148960573,1249.71340760048,1438.85409676572,1653.6054829459,1249.76043890409,1334.04328661352,1178.97940798681
"ENSMUSG00000003410",63.1931075234897,57.2185472376184,159.218516068548,100.111449826436,108.151473880016,146.962947694239,75.8870799935068,69.8679939906387,87.5761948764971,97.3245211646708,117.439510969319,13.4874908938748,33.078402437239,34.7555669921965,20.2182468783907,38.2597499602714,34.111284078425,41.5339326901445,42.4623564953093,33.40689315782,45.9393704370626,35.4402627651345
"ENSMUSG00000003518",2602.8406362977,2570.12251003797,3158.42360023387,2878.84592257301,2405.03178549026,3897.17407078338,4201.3847014587,3702.42144822059,4787.89854454932,5323.56517981266,3326.33433926434,3060.43429737376,4688.37709838396,3047.62878062823,3283.90986797862,3206.98689845561,5434.03092122062,5282.22622534301,4302.04331806762,5662.04009674847,5771.24600765216,4520.99618673899
"ENSMUSG00000003752",153.809639066607,216.757320123684,250.032040048387,228.45946242443,242.002307889937,213.361869845251,213.86358907261,181.656784375661,185.949454874754,162.781721240025,201.324875947405,165.528297333917,179.012530836823,174.863946429488,164.07884966694,146.206901633894,198.465652819927,143.885409676572,143.158801898471,162.751530768867,156.734322667625,147.667761521394
"ENSMUSG00000003809",848.933821824993,922.901508973822,1113.35021606451,911.270889445759,970.150844903906,1000.41042707524,825.559445989968,914.106254710856,831.374014375514,811.324769355043,940.634559287596,1080.22540704579,901.872913509427,1237.08096262849,996.91509608065,987.921400759866,1091.5610905096,1116.9661184171,1146.48362537335,999.63703372246,1161.99584046688,1045.48775157147
"ENSMUSG00000003810",1439.72976103045,2365.48205874107,1901.1870215,1637.72064075041,1874.98248281097,1791.8855791153,1948.91819074233,1605.21716193492,2083.83356849966,2167.83911302191,1794.02833899798,2137.15423891125,2333.97316020401,1972.37842680715,1775.31760089869,1971.74354259542,2449.81040199598,2607.7376310455,2524.69039619253,2378.74211023759,2514.95533843684,2294.16634299637
"ENSMUSG00000003863",21.4618101023172,39.0432439974337,54.2522351048386,28.2365627715587,64.248400324762,108.008913365646,148.324747260036,78.6014932394685,101.97228170551,199.816716019501,78.2930073128796,39.2363371458175,190.687261108789,52.1333504882947,67.6533645546151,72.4202409962281,228.442235797937,348.588363649427,277.825132497881,222.712621052133,315.270189273959,253.988549816797
"ENSMUSG00000003992",436.390138747117,434.8609590059,265.36419344758,388.894478171923,399.410888685604,358.554179615463,408.180506025681,345.264336970406,383.895648773686,414.275174161121,375.806435101822,302.855477344279,378.455839649587,391.00012866221,348.375946212271,262.352571156147,265.654545701674,272.937271963806,296.023285281585,284.386885343493,294.552433978813,258.713918185482
"ENSMUSG00000004044",35193.7915994499,36609.0996820075,37605.0547025604,43776.9401369239,29501.7946224586,49460.1144508076,42307.0470963801,32118.3168374966,49880.041514726,53077.1764716283,34929.8659768747,45969.0473729326,61666.8981907174,31990.3271933798,53925.1749241878,42726.5757681331,56039.6713644768,58018.453903915,60349.9274715048,59639.8701567492,65284.3492509127,51155.6566172873
"ENSMUSG00000004056",4213.66871675495,3981.06456897971,4776.55548205644,4240.61833623773,4224.3323213531,3959.14639812432,3613.83473363018,2942.02478028914,4501.17648187147,4167.72883111365,3937.0197963048,5439.13723683895,4752.58811487977,4910.30994911626,4634.6442844311,4312.42038837917,5270.71022775422,5282.22622534301,5494.62893049303,4601.58538573869,5435.25806308305,4796.24889421487
"ENSMUSG00000004105",6272.21400240222,4917.42926553885,6342.79392160483,6498.25987783645,4547.71593632107,5124.22615213407,5023.49473472169,3428.18957180734,4703.92137138007,4572.52993684281,4234.53322409374,8439.49089295818,7004.83816318002,5603.24906602317,6171.2310471888,5946.65827953933,5651.10272899241,7099.33578053683,6032.08104270508,7059.99008735263,6825.14921179654,5421.1788609734
"ENSMUSG00000004455",474.544467817904,430.822002730303,425.762105931451,465.903285730719,399.410888685604,424.067782804461,457.622088445693,478.01352555262,440.280322187321,426.33307943816,542.458693524951,315.116832702347,340.512966265695,435.530698870962,371.704692610414,363.467624622579,396.931305639855,381.222167905969,304.515756580647,361.479715707693,376.522683190043,431.18986364247
"ENSMUSG00000004558",7298.20775757133,7648.43686722142,6514.98579824193,6120.91672079835,8646.76387704088,5078.18956610937,4719.94641474766,5630.19584907897,4904.26691308384,4926.51558461873,3995.18031602294,9175.17221444226,6492.12292540281,7146.6134627704,6840.76606881551,6629.86810025847,8224.95416400085,10003.7443593691,8812.75878805506,8914.50095111366,9851.74302882654,6466.66661254487
"ENSMUSG00000004631",2220.10502280637,1640.48940727148,1854.01116488709,1836.6600602773,1553.74048118716,1709.55091564805,1478.64825563106,1452.08980843877,1990.25900411108,1707.91615459772,1456.24993601956,2394.64270143067,1915.62865879187,1808.37559506272,2666.47571330776,2258.69166729745,2083.88935460924,2373.36758229397,2125.54424513663,2444.69930954919,2422.17582559336,2040.17779317958
"ENSMUSG00000004637",529.391315857159,510.254809483703,580.263036338709,485.155487620418,538.615756055921,509.94372211977,480.61817329221,601.446981602748,431.882604870397,389.298084658683,511.141490599799,405.85086235205,311.326140585778,339.952889642422,403.587312687876,374.398981754085,340.079165509147,318.921268870752,326.353539921092,286.100059351587,323.377136998147,285.884786305418
"ENSMUSG00000004698",225.349006074331,166.943526057993,181.627047959677,168.135896503372,144.558900730714,74.3667928091331,134.527096352126,74.5258602566812,176.352063655412,387.575526761963,106.254795638908,305.307748415892,397.913723436198,249.805637756412,417.584560526762,407.193053148603,272.8902726274,356.005137344095,214.738202847707,398.3129568817,263.025415051417,373.304101126083
"ENSMUSG00000004931",710.028217551662,952.52052166153,812.604130157257,853.514283776662,800.963390715366,720.64963507898,689.882545395517,645.696711130152,752.195536815941,660.600953392057,729.243439542821,838.676706491849,915.493432160055,1085.02535703763,863.163616731296,952.394490082471,800.064662930333,943.413613961853,971.781358649793,740.947758500367,815.198632265523,751.333570620851
"ENSMUSG00000004945",1347.92090670387,1581.92454127533,1673.56351334274,1459.31690323919,1711.14906198283,1397.03332205729,1138.3061999026,1140.01276861392,1359.23053143933,1219.57099087764,1202.35689801922,1705.55453030725,1577.06148090483,2046.23400666557,1727.10485834253,1709.39097143927,1322.07067685775,1619.82337491563,1788.27181354531,1397.94999060416,1567.34322667625,1350.27401135162
"ENSMUSG00000004947",1058.18647032259,1291.11968943238,1184.11400098387,1292.4644868618,1090.08119217679,2159.2929483509,1690.21223621902,1084.11837342141,1785.11476679764,2191.09364462763,1534.54294333244,1228.58780687841,1927.30338906383,1167.5698286441,1982.94344384217,1391.01519498415,2329.90407008394,2244.31572000673,3116.7369667557,2004.4135894692,2548.28390130294,1935.03834697634
"ENSMUSG00000004951",676.643179614724,928.28678400795,661.641388995967,720.032350674748,950.876324806477,770.227496951735,559.954666012694,701.591106322663,846.969775106945,937.932774763951,556.998823454486,1346.29681831586,1361.07897087345,1103.48925200224,1012.46759367941,836.248820560219,1038.84365147931,1189.65050062485,1441.29370046936,1182.0900655844,1185.41591167009,1078.56533015226
"ENSMUSG00000005043",445.332559623083,654.310916646648,705.279056362902,643.023543115951,654.262876640493,617.952635485415,586.400163586189,420.372430510343,747.39684120627,816.492443045203,531.27397819454,877.913043637666,896.035548373444,598.447419146883,759.739507699528,741.965865300978,878.623983838221,1121.4161826339,1020.309766073,829.176219917173,812.49631635746,864.742411469281
"ENSMUSG00000005102",539.526059516586,514.2937657593,517.755026326612,506.974649762077,549.323822776715,470.989687791176,582.950750859212,544.970353126982,559.04803852668,547.773411156908,567.065067251856,447.539470569481,479.636835339965,494.180718170293,468.130177722739,441.35354418456,514.770287001687,483.573644892396,450.100978850279,507.956093399673,499.027671022209,481.987573605829
"ENSMUSG00000005107",124.001569480055,109.724978820374,155.68032682258,130.914972849954,162.762614156064,145.192309770212,142.575726048407,156.620753195682,142.761194387715,164.504279136744,175.600030687458,100.543113936157,141.069657452931,92.3194748230218,113.533232470963,98.3822141835551,109.569579161002,103.834831725361,92.2039741041003,116.495832550347,116.199584046688,93.3260252815208
"ENSMUSG00000005161",2356.02982012105,2314.32194591685,2326.94912743145,2042.01688043409,2547.44907287681,1896.35321663289,1647.66947925296,1625.0130935656,1847.49780972336,1912.03926535902,1908.11243536818,2424.06995429004,2454.612039681,2413.33968302064,2587.93560043401,2521.0442384536,1921.60233641794,2465.33557610786,2595.05658695619,1993.27795841659,2125.82184767584,2062.62329293083
"ENSMUSG00000005198",3675.33498002183,3669.3917763795,3956.87497340725,3546.25558808258,3814.2133659467,3846.71088994861,4123.19801298054,4273.59229909406,4168.86681090175,4433.86402615686,3810.63251307115,4411.63565783285,5085.31792763083,4114.19024270126,4888.14999529093,3987.21251371686,4891.35140179113,5160.59113675045,5188.8999637268,4873.98005302553,5076.7508192801,5144.74481140536
"ENSMUSG00000005338",588.411293638531,811.157052015649,622.721307290322,649.440943745851,524.695269318889,310.746955666735,366.78755330195,331.290738172278,592.638907794378,468.535747907796,560.354238053609,911.01870310445,735.508007133902,614.739091174475,1177.32406822629,963.325847213977,684.293032118708,747.6107884226,750.977104874185,675.84714619282,544.967041459272,623.748624666367
"ENSMUSG00000005362",966.377615996007,725.665810848855,780.760426943547,912.554369571739,688.528690147032,802.984298546234,820.960229020665,935.066652908047,837.372383887603,865.585343101718,922.739014758938,670.696138086318,547.739428593104,789.603037603963,723.191138342437,726.935249245157,748.380899175143,611.142152440697,564.142736294824,818.897175868613,747.64073456396,766.691017819076
"ENSMUSG00000005374",1008.10891341718,920.208871456757,1062.63617020564,1006.24841876827,895.19437785835,1210.23102107244,1058.96970718212,902.461589045749,1222.46770656371,1216.98715403256,1143.07790676804,1269.05027956003,1048.77993609834,1106.74758640776,1154.77294670809,1216.11348088006,1495.72812307518,1453.68764415506,1489.82210789257,1400.5197516163,1702.45902207938,1352.63669553597
"ENSMUSG00000005417",6910.70285294615,8915.99597837948,7755.71082716128,7666.2267924782,7687.32109885777,8822.20345646442,9328.36181798971,8278.77505460743,9838.52567372812,10542.0543279254,8051.87656636314,9616.5810073327,12221.4968063705,8169.73046610318,9312.83556213874,8124.73118799193,11801.47061586,13510.3949622084,11891.8862390578,11623.8856449133,12225.2771680748,10415.893226673
"ENSMUSG00000005566",1493.98044767797,2208.63592337207,1174.67882966129,1405.41073794804,1545.17402781053,914.534487759934,1303.87801079753,1483.53040573456,1071.30879485907,995.638464304066,1405.91871703271,2892.45372896823,3146.33980829502,2494.7980431586,2898.20792752932,2422.66202427005,2134.53944308932,2435.66848132919,2701.81908328725,2145.7504451369,2445.59589679657,2211.47239654439
"ENSMUSG00000005881",2345.89507646162,2743.12447050935,2993.30810208871,2550.27501032215,2942.5767348741,2251.3661204003,2192.67669011542,2192.10831145629,2111.42606825527,2279.8053763087,2412.54309676973,3349.80228382417,3255.30395750005,2808.68425755688,3507.08820852085,3489.83576423333,2164.51602606733,2695.25556064259,3191.95599826168,2278.52143076413,2573.50551644486,2236.28058047999
