"","rowname","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","Gene.Name"
"107","ENSMUSG00000000861",37.1750391826866,0.181701774692966,0.501639832974666,0.362215603205782,0.717190920447239,0.966265991744075,"NS","Bcl11a"
"108","ENSMUSG00000000876",2563.67440910049,-0.00633094746007108,0.114646544819082,-0.0552214414316769,0.955962047204266,0.993711747762458,"NS","Pxmp4"
"109","ENSMUSG00000000881",451.038756447431,-0.346252789968399,0.21273641910486,-1.62761407485066,0.103606742802772,0.632608992788906,"NS","Dlg3"
"110","ENSMUSG00000000884",105.810400448816,0.137884503279285,0.187884552060813,0.733878872780636,0.463022564490908,0.915326986929479,"NS","Gnb1l"
"111","ENSMUSG00000000901",1128.97689419771,0.10871956129276,0.640694879367915,0.16969007369002,0.865253880903536,0.986466895565128,"NS","Mmp11"
"112","ENSMUSG00000000902",1368.91142981517,0.00388173700334441,0.120699361200805,0.0321603773601292,0.974344154107903,0.995786042954446,"NS","Smarcb1"
"113","ENSMUSG00000000915",955.169920764922,0.539733507863655,0.440196112790193,1.22612056804078,0.22015330685086,0.785567537899997,"NS","Hip1r"
"114","ENSMUSG00000000916",248.890140103484,0.0480917136466656,0.149126514195977,0.32248935681193,0.747081999477494,0.968652111104587,"NS","Nsun5"
"115","ENSMUSG00000000934",293.844303778155,0.0423932688303397,0.234375089907582,0.180877877623668,0.856463433524751,0.986466895565128,"NS","Top1mt"
"116","ENSMUSG00000000938",560.581192397341,0.0251238900469313,0.194646527788951,0.129074432163374,0.897298752927912,0.98824905155433,"NS","Hoxa10"
"117","ENSMUSG00000000942",55.3068718962359,0.154553009822003,0.294862719055236,0.524152426991121,0.600172526363429,0.952599168677961,"NS","Hoxa4"
"118","ENSMUSG00000000957",3391.338772864,-0.172935684070575,0.297211725259353,-0.58186023421407,0.560660827686022,0.944509338157198,"NS","Mmp14"
"119","ENSMUSG00000000958",172.012504582319,-0.0430944810173398,0.234060576675028,-0.184116785618163,0.853921838564564,0.98628369728783,"NS","Slc7a7"
"120","ENSMUSG00000000959",1400.94991247088,0.0445773775782463,0.117437522903278,0.379583769107257,0.704254410999797,0.966265991744075,"NS","Oxa1l"
"121","ENSMUSG00000000976",823.753396861852,0.148480128840291,0.103222663515059,1.43844504476122,0.150307819615919,0.705886612123677,"NS","Heatr6"
"122","ENSMUSG00000001016",1104.45696244956,-0.0552235963944823,0.0906303343498741,-0.609327956148702,0.542307080373896,0.940727100860864,"NS","Ilf2"
"123","ENSMUSG00000001017",1290.53924089892,0.122771516808975,0.0789234240326211,1.55557767942544,0.119808549780124,0.660277155045811,"NS","Chtop"
"124","ENSMUSG00000001018",1336.52288882492,-0.0072874962878918,0.11865417959219,-0.0614179484695663,0.951026358531516,0.993711747762458,"NS","Snapin"
"125","ENSMUSG00000001020",114.42368547333,0.0409514019408374,0.432046379829198,0.0947847357430165,0.92448581139281,0.990187486345972,"NS","S100a4"
"126","ENSMUSG00000001025",5069.17509272872,0.12919668643313,0.342187629838172,0.377560949512492,0.70575677874863,0.966265991744075,"NS","S100a6"
"127","ENSMUSG00000001029",390.240657993344,0.11178563390173,0.233626591387196,0.478479924900608,0.632308659320793,0.960404626960001,"NS","Icam2"
"128","ENSMUSG00000001034",578.038805096044,0.0707086339399153,0.124812969480168,0.566516718850684,0.571042570883088,0.947657332684706,"NS","Mapk7"
"129","ENSMUSG00000001036",1706.12491223199,0.609226609597031,0.118840759573345,5.12641127323858,2.9531713074383e-07,6.39900659013338e-05,"Upregulated","Epn2"
"130","ENSMUSG00000001039",122.724795079658,0.188731483349083,0.28594442547654,0.660028545877587,0.509235510837509,0.92893223047653,"NS","B9d1"
"131","ENSMUSG00000001052",2763.89648700068,0.320459429613107,0.108499625089433,2.95355333577386,0.00314138319292677,0.0965833828077552,"NS","Sec24b"
"132","ENSMUSG00000001053",483.365025229048,0.0612816135355281,0.246693058330943,0.248412395347248,0.803815344001234,0.978444517986475,"NS","N4bp3"
"133","ENSMUSG00000001054",632.702190388889,-0.114035444603804,0.15774695214687,-0.722901096039127,0.46974065012743,0.915732803075127,"NS","Rmnd5b"
"134","ENSMUSG00000001056",534.139200742383,-0.0614153716552578,0.20539257522329,-0.299014565587343,0.764928931974745,0.972727052335612,"NS","Nhp2"
"135","ENSMUSG00000001062",661.395563458322,-0.0268006750925495,0.121849569970499,-0.219948868913024,0.825910976202449,0.980558876292434,"NS","Vps9d1"
"136","ENSMUSG00000001065",458.311743621032,-0.0542630916738862,0.130061274619559,-0.417211747559837,0.67652353326291,0.964154043365605,"NS","Zfp276"
"137","ENSMUSG00000001082",599.035359784008,-0.220380003006885,0.152615458651792,-1.4440214966015,0.148732928596309,0.70521833051327,"NS","Mfsd10"
"138","ENSMUSG00000001089",1365.70456843168,0.0262445430454333,0.114185373688426,0.229841547981846,0.818214898236012,0.980291464291948,"NS","Luzp1"
"139","ENSMUSG00000001098",1324.06943724391,-0.26447911221814,0.154082147524943,-1.71648121775642,0.0860740027402444,0.59645923391933,"NS","Kctd10"
"140","ENSMUSG00000001100",2684.59770148392,-0.244033039699418,0.147169349200703,-1.65817842522777,0.0972814581116364,0.620175414231809,"NS","Poldip2"
"141","ENSMUSG00000001105",807.62876600078,-0.0211921695914076,0.0942753248559392,-0.224790204900286,0.822142486443963,0.980291464291948,"NS","Ift20"
"142","ENSMUSG00000001119",26333.4084032439,0.122969886444139,0.262537609573433,0.468389601946702,0.63950600253226,0.960404626960001,"NS","Col6a1"
"143","ENSMUSG00000001120",336.563264972098,0.106264011803571,0.292034517896825,0.363874834279399,0.715951477653511,0.966265991744075,"NS","Pcbp3"
"144","ENSMUSG00000001123",1759.76272492557,-0.0732003729479204,0.141959132782755,-0.515643985089295,0.606103083788848,0.953379863987305,"NS","Lgals9"
"145","ENSMUSG00000001127",2149.19985681279,-0.0778849577353809,0.0668595008333955,-1.16490486414877,0.244057504359407,0.800839844966229,"NS","Araf"
"146","ENSMUSG00000001128",1988.35790009454,-0.0153210309336475,0.274926460189162,-0.0557277423319165,0.955558698653419,0.993711747762458,"NS","Cfp"
"147","ENSMUSG00000001131",102.213009352549,0.171521541816101,0.455727861690409,0.376368346626613,0.706643074694995,0.966265991744075,"NS","Timp1"
"148","ENSMUSG00000001134",134.078560970709,-0.0157864733813253,0.185083053645842,-0.0852939967779703,0.932027664019611,0.990742068332948,"NS","Uxt"
"149","ENSMUSG00000001138",792.68936707197,-0.281806977360118,0.10281274108625,-2.74097329166342,0.00612574866827579,0.148530364246239,"NS","Cnnm3"
"150","ENSMUSG00000001143",1494.33714560462,0.218008741261552,0.173770092312123,1.2545814896039,0.209630726522689,0.779533927475137,"NS","Lman2l"
"151","ENSMUSG00000001150",1216.86390955706,-0.0843834209256822,0.103295033291223,-0.816916537388367,0.413976126406422,0.897725437426951,"NS","Mcm3ap"
"152","ENSMUSG00000001151",1166.20201513118,-0.0587609119470986,0.113123920678619,-0.519438431718046,0.603455036910365,0.952830207961544,"NS","Pcnt"
"153","ENSMUSG00000001156",527.125910021975,-0.0725807166285186,0.168194018022967,-0.431529714800008,0.666083251362445,0.963579897152078,"NS","Mxd1"
"154","ENSMUSG00000001157",393.404570990733,0.296255249096855,0.149162648648846,1.98612220807562,0.0470197559073714,0.476578692429567,"NS","Gmcl1"
"155","ENSMUSG00000001158",698.869780532213,-0.00657294864054739,0.0995410151664512,-0.0660325658680112,0.947351898211866,0.993477423788318,"NS","Snrnp27"
"156","ENSMUSG00000001166",72.2864909992944,-0.337762447493265,0.258528698387101,-1.30647951117414,0.191389542167258,0.767575512842012,"NS","Oas1c"
"157","ENSMUSG00000001173",714.052437180259,0.128584834409582,0.106946195986088,1.20233200651951,0.229234921028695,0.793026306027128,"NS","Ocrl"
"158","ENSMUSG00000001175",8116.34979095533,-0.062189780392726,0.0822722570366417,-0.75590220364355,0.44970783264849,0.909961723964349,"NS","Calm1"
"159","ENSMUSG00000001211",6175.70838580976,-0.0514163471643814,0.179473214082722,-0.286484796225262,0.774506836565417,0.973912382641351,"NS","Agpat3"
"160","ENSMUSG00000001225",25.6391180459316,0.778981494556448,0.658509726996026,1.18294607144224,0.236830521009069,0.797280750257657,"NS","Slc26a3"
"161","ENSMUSG00000001227",741.23226595446,0.0485979323502988,0.180420886012503,0.269358683600141,0.787653677234565,0.976398745268145,"NS","Sema6b"
"162","ENSMUSG00000001228",87.3647643341646,0.15625789498329,0.369202613855695,0.423230738676092,0.672126921833977,0.964154043365605,"NS","Uhrf1"
"163","ENSMUSG00000001229",1328.11534739501,0.0171257816868968,0.113274359891803,0.151188509943953,0.879827013843953,0.98718276650399,"NS","Dpp9"
"164","ENSMUSG00000001240",1525.01560010146,-0.247939987217802,0.237982317454535,-1.04184205729978,0.297484911588802,0.842699009773551,"NS","Ramp2"
"165","ENSMUSG00000001247",181.445291246461,-0.644692871664926,0.351735346938712,-1.83289190943116,0.0668186471687468,0.539261296921512,"NS","Lsr"
"166","ENSMUSG00000001248",2128.83663991911,-0.0424826022209262,0.103745514564514,-0.409488568245603,0.682181154443124,0.96465124485725,"NS","Gramd1a"
"167","ENSMUSG00000001249",66.9005588354768,0.0650743275661279,0.338597618025211,0.192187788991719,0.847595110583112,0.986072366571617,"NS","Hpn"
"168","ENSMUSG00000001270",2255.61603724778,0.68996284738672,0.276998793799399,2.49085145073371,0.0127437388829572,0.231182445235076,"NS","Ckb"
"169","ENSMUSG00000001280",1578.81927197682,0.114534404720864,0.156881492217777,0.730069577371636,0.4653476561781,0.915326986929479,"NS","Sp1"
"170","ENSMUSG00000001281",326.559453023362,-0.0821827863462492,0.268547061880832,-0.3060275013648,0.759583706596862,0.970831730276491,"NS","Itgb7"
"171","ENSMUSG00000001285",525.004079869678,-0.0064148392648172,0.0969940037164449,-0.0661364519354262,0.947269189920218,0.993477423788318,"NS","Myg1"
"172","ENSMUSG00000001288",1932.75978695893,-0.13688881072164,0.14940027197004,-0.916255431911732,0.359532937814521,0.87240235532241,"NS","Rarg"
"173","ENSMUSG00000001289",2130.85260090236,-0.173720317802469,0.119394587686,-1.45500998972702,0.145666495930074,0.700401114557316,"NS","Pfdn5"
"174","ENSMUSG00000001300",699.815220963683,-0.195777143785771,0.338558891383574,-0.578266141484859,0.563084449959815,0.945457264913775,"NS","Efnb2"
"175","ENSMUSG00000001305",255.297341790496,-0.11111642734349,0.179662266903887,-0.618473924760915,0.536262980996721,0.938649308063371,"NS","Rrp15"
"176","ENSMUSG00000001313",127.885152093597,-0.362049659030391,0.215210141943558,-1.68230760762819,0.0925092066834392,0.609450649342754,"NS","Rnd2"
"177","ENSMUSG00000001323",564.125568567683,0.120401214204533,0.157546732855372,0.764225395362919,0.444732935284155,0.90902026348693,"NS","Srr"
"178","ENSMUSG00000001333",127.162306802526,-0.219883208340003,0.412722301867065,-0.532763088753138,0.594197587922161,0.951588864932547,"NS","Sync"
"179","ENSMUSG00000001334",212.854263669459,-0.14639752582247,0.410439153880304,-0.356685088248583,0.721327570084763,0.966265991744075,"NS","Fndc5"
"180","ENSMUSG00000001348",6947.38949886864,-0.318156716109717,0.120872834030637,-2.63216063941278,0.00848437365564545,0.179311561867684,"NS","Acp5"
"181","ENSMUSG00000001349",4285.44816132205,1.01082099606726,0.85097400099008,1.18784004551397,0.234896434034853,0.795192405535051,"NS","Cnn1"
"182","ENSMUSG00000001366",1077.78016979144,0.00455912146620082,0.117848158875248,0.0386864038412939,0.969140413458149,0.995210985295537,"NS","Fbxo9"
"183","ENSMUSG00000001376",498.400237801524,0.0192730346608257,0.146057870435761,0.131954783424713,0.895020056519885,0.988014623316231,"NS","Vps50"
"184","ENSMUSG00000001380",1264.60975984738,-0.0675966094673524,0.145567363748418,-0.464366515451764,0.642385176008904,0.960404626960001,"NS","Hars"
